Text,Intent
I need to track down the appropriate supplier for a specific S.O.,SO
I need to count the number of ITEMS in a specific SO.,SO
I need to know the total number of ITEMS in a given PO.,PO
What methods do I have at my disposal to locate the ITEMS?,PO
To what extent is the OBJECT's location known?,LOCATION
Tell me the specific location of the ITEM's storage area.,LOCATION
"The item's storage location, if you please.",LOCATION
I'm curious as to how many of each product are now in stock.,INFORMATION
Find out how many of a specific product is currently in stock.,INFORMATION
Just how much of this specific thing do we presently possess?,PO
I want to know how much of an ITEM or how many different goods the vendor sold.,QUANTITY
I want to know more about a certain THING.,INFORMATION
Please show me where the ITEM is.,INFORMATION
I need to find out where the item is being kept.,INFORMATION
I'd like to know where the ITEM is.,INFORMATION
Please tell me where I can store the item.,INFORMATION
I want to know how many of each item we have.,INFORMATION
How many of a certain item do we currently have?,INFORMATION
Please tell us how much of a certain item we have in stock right now.,LOCATION
I need to know how many of a certain ITEM we have in stock.,LOCATION
I'm curious. How many did we use of an ITEM?,INFORMATION
I'm curious. How much of a certain amount did we use for a certain thing?,INFORMATION
Which THING did we use the most?,INFORMATION
Please tell me how many of a certain thing were delivered.,INFORMATION
I want to know how many of a certain thing were sent.,INFORMATION
Please tell me how many of a certain thing were brought in.,INFORMATION
How many of a certain thing did you get?,INFORMATION
When did the item's quantity arrive? I must know.,INFORMATION
Please tell me how much this item costs.,COST
I want to know if the order came with just one item or a bunch of different things.,INFORMATION
I would want to know when one or more of the things I ordered will be sent.,INFORMATION
When did orders come in for a certain product or a certain number of products?,INFORMATION
When will the product or products I ordered be sent?,INFORMATION
What is the date that orders for one or more items were made?,ORDER
"When will the order's items be delivered, if any?",INFORMATION
How many of this product does the vendor have in stock right now?,QUANTITY
I'm interested in how much of this item the vendor has in stock right now.,QUANTITY
Please tell me how many of this item the seller or merchant is selling.,QUANTITY
how many of this ITEM are in stock at the store.,INFORMATION
how many units of this ITEM are in stock at the store.,INFORMATION
How many units of this ITEM does the specific vendor or merchant have for sale?,QUANTITY
Please tell me how many of these items this individual seller is selling.,QUANTITY
I'm interested in how many of this item each merchant is selling.,QUANTITY
I'm curious about how much things that have been held for a while cost.,COST
I'm curious. How many Orders does each ITEM sell?,INFORMATION
How many ITEM Orders are actually filled?,INFORMATION
What I want to know is how much the items cost that have been kept for a while.,COST
I'm interested in how much things that have been put on hold for a while will cost.,COST
Please tell me how many things are stored in a certain place.,INFORMATION
How many things do you keep in a certain place?,INFORMATION
Tell me how much is kept in storage at a certain location.,LOCATION
I want to know the maximum and minimum amounts of a certain item that can be stored in a certain place.,INFORMATION
What is the most and least amount of one thing that can be stored in a certain place?,INFORMATION
I want to know what the highest and lowest storage numbers are for a certain item.,INFORMATION
How many POs were sent out for a certain item or set of items that go together?,PO
How many POs were made for a single item or a group of items?,PO
"How many POs were made for one item, or were there more than one?",PO
Please tell me when the last PO was made for a certain item or set of items.,PO
